Team,#,Pos.,FIFA Popular Name,Birth Date,Shirt Name,Club,Height,Weight,Index Field
Panama,12,GK,CALDERON Jose,8/14/1985,CALDERON,Chorrillo FC (PAN),187,87,Panama12GK31273
Panama,18,FW,TEJADA Luis,3/28/1982,TEJADA,Sport Boys (PER),183,87,Panama18FW30038
Panama,23,DF,BALOY Felipe,2/24/1981,BALOY,CSD Municipal (GUA),185,87,Panama23DF29641
Panama,3,DF,CUMMINGS Harold,3/1/1992,CUMMINGS,San Jose Earthquakes (USA),183,92,Panama3DF33664
Panama,5,DF,TORRES Roman,3/20/1986,R. TORRES,Seattle Sounders FC (USA),188,99,Panama5DF31491
Peru,7,MF,HURTADO Paolo,7/27/1990,HURTADO,Vitoria Guimaraes (POR),174,66,Peru7MF33081
Peru,11,FW,RUIDIAZ Raul,7/25/1990,RUIDIAZ,CA Monarcas Morelia (MEX),169,67,Peru11FW33079
Peru,22,DF,LOYOLA Nilson,10/26/1994,LOYOLA,FBC Melgar (PER),179,68,Peru22DF34633
Peru,8,MF,CUEVA Christian,11/23/1991,CUEVA,Sao Paulo FC (BRA),169,69,Peru8MF33565
Peru,19,MF,YOTUN Yoshimar,4/7/1990,YOTUN,Orlando City SC (USA),172,69,Peru19MF32970
Peru,14,MF,POLO Andy,9/29/1994,POLO,Portland Timbers (USA),174,71,Peru14MF34606
Peru,23,MF,AQUINO Pedro,4/13/1995,AQUINO,Lobos BUAP (MEX),174,71,Peru23MF34802
Peru,15,DF,RAMOS Christian,11/4/1988,RAMOS,CD Tiburones Rojos de Veracruz (MEX),182,72,Peru15DF32451
Peru,20,FW,FLORES Edison,5/14/1994,FLORES,Aalborg BK (DEN),170,72,Peru20FW34468
Peru,6,DF,TRAUCO Miguel,8/25/1992,TRAUCO,CR Flamengo (BRA),169,74,Peru6DF33841
Peru,3,DF,CORZO Aldo,5/20/1989,CORZO,Universitario Lima (PER),172,75,Peru3DF32648
Peru,16,MF,CARTAGENA Wilder,9/23/1994,CARTAGENA,CD Tiburones Rojos de Veracruz (MEX),179,76,Peru16MF34600
Peru,5,DF,ARAUJO Miguel,10/24/1994,ARAUJO,Alianza Lima (PER),178,77,Peru5DF34631
Peru,18,FW,CARRILLO Andre,6/14/1991,CARRILLO,Watford FC (ENG),182,77,Peru18FW33403
Peru,2,DF,RODRIGUEZ Alberto,3/31/1984,RODRIGUEZ,Atletico Junior (COL),179,78,Peru2DF30772
Peru,12,GK,CACEDA Carlos,9/27/1991,CACEDA,Deportivo Municipal (PER),184,78,Peru12GK33508
Peru,1,GK,GALLESE Pedro,2/23/1990,GALLESE,CD Tiburones Rojos de Veracruz (MEX),189,79,Peru1GK32927
Peru,17,DF,ADVINCULA Luis,3/2/1990,ADVINCULA,Lobos BUAP (MEX),178,80,Peru17DF32934
Peru,4,DF,SANTAMARIA Anderson,1/10/1992,SANTAMARIA,Puebla FC (MEX),183,84,Peru4DF33613
Peru,21,GK,CARVALLO Jose,3/1/1986,CARVALLO,Universidad Técnica de Cajamarca (PER),182,84,Peru21GK31472
Peru,10,FW,FARFAN Jefferson,10/26/1984,FARFAN,FC Lokomotiv Moscow (RUS),177,85,Peru10FW30981
Peru,13,MF,TAPIA Renato,7/28/1995,TAPIA,Feyenoord Rotterdam (NED),185,85,Peru13MF34908
Peru,9,FW,GUERRERO Paolo,1/1/1984,GUERRERO,CR Flamengo (BRA),185,88,Peru9FW30682
Poland,19,MF,ZIELINSKI Piotr,5/20/1994,ZIELINSKI,SSC Napoli (ITA),177,64,Poland19MF34474
Poland,6,MF,GORALSKI Jacek,9/21/1992,GORALSKI,PFC Ludogorets Razgrad (BUL),172,66,Poland6MF33868
Poland,17,MF,PESZKO Slawomir,2/19/1985,PESZKO,Lechia Gdansk (POL),173,68,Poland17MF31097
Poland,16,MF,BLASZCZYKOWSKI Jakub,12/14/1985,BLASZCZYKOWSKI,VfL Wolfsburg (GER),175,71,Poland16MF31395
Poland,18,DF,BERESZYNSKI Bartosz,7/12/1992,BERESZYNSKI,UC Sampdoria (ITA),182,72,Poland18DF33797
Poland,8,MF,LINETTY Karol,2/2/1995,LINETTY,UC Sampdoria (ITA),176,73,Poland8MF34732
Poland,21,MF,KURZAWA Rafal,1/29/1993,KURZAWA,Gornik Zabrze (POL),182,73,Poland21MF33998
Poland,13,MF,RYBUS Maciej,8/19/1989,RYBUS,FC Lokomotiv Moscow (RUS),173,75,Poland13MF32739
Poland,23,FW,KOWNACKI Dawid,3/14/1997,KOWNACKI,UC Sampdoria (ITA),185,75,Poland23FW35503
Poland,5,DF,BEDNAREK Jan,4/12/1996,BEDNAREK,Southampton FC (ENG),189,77,Poland5DF35167
Poland,2,DF,PAZDAN Michal,9/21/1987,PAZDAN,Legia Warsaw (POL),181,78,Poland2DF32041
Poland,3,DF,JEDRZEJCZYK Artur,11/4/1987,JEDRZEJCZYK,Legia Warsaw (POL),189,78,Poland3DF32085
Poland,11,MF,GROSICKI Kamil,6/8/1988,GROSICKI,Hull City FC (ENG),180,78,Poland11MF32302
Poland,14,FW,TEODORCZYK Lukasz,6/3/1991,TEODORCZYK,RSC Anderlecht (BEL),185,78,Poland14FW33392
Poland,9,FW,LEWANDOWSKI Robert,8/21/1988,LEWANDOWSKI,FC Bayern München (GER),185,79,Poland9FW32376
Poland,20,DF,PISZCZEK Lukasz,6/3/1985,PISZCZEK,Borussia Dortmund (GER),184,79,Poland20DF31201
Poland,15,DF,GLIK Kamil,2/3/1988,GLIK,AS Monaco (FRA),190,80,Poland15DF32176
Poland,4,DF,CIONEK Thiago,4/21/1986,CIONEK,SPAL Ferrara (ITA),184,81,Poland4DF31523
Poland,7,FW,MILIK Arkadiusz,2/28/1994,MILIK,SSC Napoli (ITA),186,81,Poland7FW34393
Poland,10,MF,KRYCHOWIAK Grzegorz,1/29/1990,KRYCHOWIAK,West Bromwich Albion FC (ENG),186,83,Poland10MF32902
Poland,12,GK,BIALKOWSKI Bartosz,7/6/1987,BIALKOWSKI,Ipswich Town FC (ENG),194,83,Poland12GK31964
Poland,22,GK,FABIANSKI Lukasz,4/18/1985,FABIANSKI,Swansea City AFC (WAL),190,83,Poland22GK31155
Poland,1,GK,SZCZESNY Wojciech,4/18/1990,SZCZESNY,Juventus FC (ITA),195,84,Poland1GK32981
Portugal,8,MF,JOAO MOUTINHO,9/8/1986,J. MOUTINHO,AS Monaco (FRA),170,61,Portugal8MF31663
Portugal,18,FW,GELSON MARTINS,5/11/1995,GELSON,Sporting CP (POR),173,63,Portugal18FW34830
Portugal,5,DF,RAPHAEL GUERREIRO,12/22/1993,RAPHAEL,Borussia Dortmund (GER),170,64,Portugal5DF34325
Portugal,16,MF,BRUNO FERNANDES,9/8/1994,B. FERNANDES,Sporting CP (POR),183,64,Portugal16MF34585
Portugal,11,MF,BERNARDO SILVA,8/10/1994,BERNARDO,Manchester City FC (ENG),173,65,Portugal11MF34556
Portugal,19,DF,MARIO RUI,5/27/1991,MÁRIO RUI,SSC Napoli (ITA),168,67,Portugal19DF33385
Portugal,21,DF,CEDRIC,8/31/1991,CÉDRIC,Southampton FC (ENG),172,67,Portugal21DF33481
Portugal,4,MF,MANUEL FERNANDES,2/5/1986,M. FERNANDES,FC Lokomotiv Moscow (RUS),174,69,Portugal4MF31448
Portugal,15,DF,RICARDO,10/6/1993,RICARDO,FC Porto (POR),174,70,Portugal15DF34248
Portugal,17,FW,GONCALO GUEDES,11/29/1996,G. GUEDES,Valencia CF (ESP),179,72,Portugal17FW35398
Portugal,23,MF,ADRIEN SILVA,3/15/1989,ADRIEN,Leicester City FC (ENG),176,72,Portugal23MF32582
Portugal,10,MF,JOAO MARIO,1/19/1993,J. MÁRIO,West Ham United FC (ENG),179,73,Portugal10MF33988
Portugal,20,FW,RICARDO QUARESMA,9/26/1983,QUARESMA,Besiktas JK (TUR),175,73,Portugal20FW30585
Portugal,9,FW,ANDRE SILVA,11/6/1995,ANDRÉ SILVA,AC Milan (ITA),184,78,Portugal9FW35009
Portugal,22,GK,BETO,5/1/1982,BETO,Goztepe SK (TUR),183,79,Portugal22GK30072
Portugal,7,FW,CRISTIANO RONALDO,2/5/1985,RONALDO,Real Madrid CF (ESP),185,80,Portugal7FW31083
Portugal,14,MF,WILLIAM,4/7/1992,WILLIAM,Sporting CP (POR),190,80,Portugal14MF33701
Portugal,3,DF,PEPE,2/26/1983,PEPE,Besiktas JK (TUR),188,81,Portugal3DF30373
Portugal,12,GK,ANTHONY LOPES,10/1/1990,LOPES,Olympique Lyon (FRA),184,81,Portugal12GK33147
Portugal,2,DF,BRUNO ALVES,11/27/1981,B. ALVES,Rangers FC (SCO),187,83,Portugal2DF29917
Portugal,13,DF,RUBEN DIAS,5/14/1997,RUBEN DIAS,SL Benfica (POR),187,83,Portugal13DF35564
Portugal,1,GK,RUI PATRICIO,2/15/1988,RUI PATRICIO,Sporting CP (POR),189,84,Portugal1GK32188
Portugal,6,DF,JOSE FONTE,12/22/1983,FONTE,Dalian Yifang FC (CHN),191,84,Portugal6DF30672
Russia,16,MF,MIRANCHUK Anton,10/17/1995,MIRANCHUK AN.,FC Lokomotiv Moscow (RUS),182,67,Russia16MF34989
Russia,6,MF,CHERYSHEV Denis,12/26/1990,CHERYSHEV,Villarreal CF (ESP),173,68,Russia6MF33233
Russia,17,MF,GOLOVIN Aleksandr,5/30/1996,GOLOVIN,CSKA Moscow (RUS),178,70,Russia17MF35215
Russia,23,DF,SMOLNIKOV Igor,8/8/1988,SMOLNIKOV,FC Zenit St. Petersburg (RUS),179,72,Russia23DF32363
Russia,9,MF,DZAGOEV Alan,6/17/1990,DZAGOEV,CSKA Moscow (RUS),178,73,Russia9MF33041
Russia,7,MF,KUZIAEV Daler,1/15/1993,KUZIAEV,FC Zenit St. Petersburg (RUS),182,74,Russia7MF33984
Russia,19,MF,SAMEDOV Alexander,7/19/1984,SAMEDOV,FC Spartak Moscow (RUS),178,74,Russia19MF30882
Russia,8,MF,GAZINSKY Iury,7/20/1989,GAZINSKII,FC Krasnodar (RUS),180,75,Russia8MF32709
Russia,18,MF,ZHIRKOV Yury,8/20/1983,ZHIRKOV,FC Zenit St. Petersburg (RUS),180,76,Russia18MF30548
Russia,11,MF,ZOBNIN Roman,2/11/1994,ZOBNIN,FC Spartak Moscow (RUS),185,77,Russia11MF34376
Russia,15,MF,MIRANCHUK Alexey,10/17/1995,MIRANCHUK AL.,FC Lokomotiv Moscow (RUS),185,77,Russia15MF34989
Russia,13,DF,KUDRIASHOV Fedor,4/5/1987,KUDRIASHOV,FC Rubin Kazan (RUS),187,78,Russia13DF31872
Russia,2,DF,MARIO FERNANDES,9/19/1990,FERNANDES,CSKA Moscow (RUS),187,79,Russia2DF33135
Russia,10,FW,SMOLOV Fedor,2/9/1990,SMOLOV,FC Krasnodar (RUS),185,79,Russia10FW32913
Russia,21,MF,EROKHIN Aleksandr,10/13/1989,EROKHIN,FC Zenit St. Petersburg (RUS),191,79,Russia21MF32794
Russia,12,GK,LUNEV Andrei,11/13/1991,LUNEV,FC Zenit St. Petersburg (RUS),189,80,Russia12GK33555
Russia,14,DF,GRANAT Vladimir,5/22/1987,GRANAT,FC Rubin Kazan (RUS),184,80,Russia14DF31919
Russia,20,GK,GABULOV Vladimir,10/19/1983,GABULOV,Club Brugge KV (BEL),190,81,Russia20GK30608
Russia,3,DF,KUTEPOV Ilya,7/29/1993,KUTEPOV,FC Spartak Moscow (RUS),190,82,Russia3DF34179
Russia,1,GK,AKINFEEV Igor,4/8/1986,AKINFEEV,CSKA Moscow (RUS),185,83,Russia1GK31510
Russia,4,DF,IGNASHEVICH Sergey,7/14/1979,IGNASHEVICH,CSKA Moscow (RUS),186,84,Russia4DF29050
Russia,5,DF,SEMENOV Andrey,3/24/1989,SEMENOV,FC Akhmat Grozny (RUS),191,87,Russia5DF32591
Russia,22,FW,DZYUBA Artem,8/22/1988,DZYUBA,FC Arsenal Tula (RUS),196,90,Russia22FW32377
Saudi Arabia,6,DF,MOHAMMED ALBURAYK,9/15/1992,ALBURAYK,Al Hilal SFC (KSA),173,61,Saudi Arabia6DF33862
Saudi Arabia,7,MF,SALMAN ALFARAJ,8/1/1989,SALMAN,Al Hilal SFC (KSA),179,63,Saudi Arabia7MF32721
Saudi Arabia,8,MF,YAHIA ALSHEHRI,6/26/1990,YAHIA,CD Leganés (ESP),165,63,Saudi Arabia8MF33050
Saudi Arabia,13,DF,YASIR ALSHAHRANI,5/25/1992,YASIR,Al Hilal SFC (KSA),170,63,Saudi Arabia13DF33749
Saudi Arabia,19,FW,FAHAD ALMUWALLAD,9/14/1994,FAHAD,Levante UD (ESP),168,65,Saudi Arabia19FW34591
Saudi Arabia,9,MF,HATAN BAHBIR,7/16/1992,HATAN,Al Shabab FC (KSA),170,66,Saudi Arabia9MF33801
Saudi Arabia,14,MF,ABDULLAH OTAYF,8/3/1992,OTAYF,Al Hilal SFC (KSA),177,66,Saudi Arabia14MF33819
Saudi Arabia,15,MF,ABDULLAH ALKHAIBARI,8/16/1996,ALKHAIBARI,Al Shabab FC (KSA),175,66,Saudi Arabia15MF35293
Saudi Arabia,2,DF,MANSOUR ALHARBI,10/19/1987,MANSOUR,Al Ahli SC (KSA),173,68,Saudi Arabia2DF32069
Saudi Arabia,18,MF,SALEM ALDAWSARI,8/19/1991,SALEM,Villarreal CF (ESP),174,68,Saudi Arabia18MF33469
Saudi Arabia,17,MF,TAISEER ALJASSAM,7/25/1984,TAISEER,Al Ahli SC (KSA),169,69,Saudi Arabia17MF30888
Saudi Arabia,11,MF,ABDULMALEK ALKHAIBRI,3/13/1986,ABDULMALEK,Al Hilal SFC (KSA),177,73,Saudi Arabia11MF31484
Saudi Arabia,12,MF,MOHAMED KANNO,9/22/1994,KANNO,Al Hilal SFC (KSA),192,73,Saudi Arabia12MF34599
Saudi Arabia,10,FW,MOHAMMED ALSAHLAWI,1/10/1987,ALSAHLAWI,Al Nassr FC (KSA),179,75,Saudi Arabia10FW31787
Saudi Arabia,5,DF,OMAR OTHMAN,9/27/1985,OMAR,Al Nassr FC (KSA),185,76,Saudi Arabia5DF31317
Saudi Arabia,16,MF,HUSSAIN ALMOQAHWI,3/24/1988,HUSSAIN,Al Ahli SC (KSA),174,76,Saudi Arabia16MF32226
Saudi Arabia,20,FW,MUHANNAD ASIRI,10/14/1986,MUHANNAD,Al Ahli SC (KSA),185,79,Saudi Arabia20FW31699
Saudi Arabia,22,GK,MOHAMMED ALOWAIS,10/10/1991,ALOWAIS,Al Ahli SC (KSA),187,79,Saudi Arabia22GK33521
Saudi Arabia,23,DF,MOTAZ HAWSAWI,2/17/1992,MOTAZ,Al Ahli SC (KSA),180,79,Saudi Arabia23DF33651
Saudi Arabia,3,DF,OSAMA HAWSAWI,3/31/1984,OSAMA,Al Hilal SFC (KSA),188,83,Saudi Arabia3DF30772
Saudi Arabia,4,DF,ALI ALBULAYHI,11/21/1989,ALI,Al Hilal SFC (KSA),182,83,Saudi Arabia4DF32833
Saudi Arabia,21,GK,YASSER ALMOSAILEM,2/27/1984,ALMOSAILEM,Al Ahli SC (KSA),186,88,Saudi Arabia21GK30739
Saudi Arabia,1,GK,ABDULLAH ALMUAIOUF,1/23/1987,ABDULLAH,Al Hilal SFC (KSA),178,98,Saudi Arabia1GK31800
Senegal,5,MF,GUEYE Idrissa Gana,9/26/1989,GANA,Everton FC (ENG),174,64,Senegal5MF32777
Senegal,2,DF,CISS Saliou,6/15/1989,CISS,Valenciennes FC (FRA),173,69,Senegal2DF32674
Senegal,10,FW,MANE Sadio,4/10/1992,MANE,Liverpool FC (ENG),175,69,Senegal10FW33704
Senegal,18,FW,SARR Ismaila,2/25/1998,ISMAÏLA,Stade Rennais FC (FRA),175,70,Senegal18FW35851
Senegal,22,DF,WAGUE Moussa,10/4/1998,M. WAGUE,KAS Eupen (BEL),177,70,Senegal22DF36072
Senegal,12,DF,SABALY Youssouf,3/5/1993,SABALY,FC Girondins Bordeaux (FRA),174,71,Senegal12DF34033
Senegal,17,MF,NDIAYE Pape Alioune,10/27/1990,P.A. NDIAYE,Stoke City FC (ENG),181,74,Senegal17MF33173
Senegal,19,FW,NIANG Mbaye,12/19/1994,NIANG,Torino FC (ITA),184,74,Senegal19FW34687
Senegal,21,DF,GASSAMA Lamine,10/20/1989,GASSAMA,Adanaspor (TUR),181,74,Senegal21DF32801
Senegal,7,FW,SOW Moussa,1/19/1986,SOW,Bursaspor (TUR),180,75,Senegal7FW31431
Senegal,8,MF,KOUYATE Cheikhou,12/21/1989,C. KOUYATE,West Ham United FC (ENG),189,75,Senegal8MF32863
Senegal,20,FW,BALDE Keita,3/8/1995,KEÏTA BALDE,AS Monaco (FRA),181,77,Senegal20FW34766
Senegal,14,FW,KONATE Moussa,4/3/1993,KONATE,Amiens SC (FRA),180,78,Senegal14FW34062
Senegal,1,GK,DIALLO Abdoulaye,3/30/1992,DIALLO,Stade Rennais FC (FRA),189,79,Senegal1GK33693
Senegal,15,FW,SAKHO Diafra,12/24/1989,SAKHO,Stade Rennais FC (FRA),184,79,Senegal15FW32866
Senegal,13,MF,NDIAYE Alfred,3/6/1990,A. NDIAYE,Wolverhampton Wanderers FC (ENG),186,80,Senegal13MF32938
Senegal,16,GK,NDIAYE Khadim,4/5/1985,KH. NDIAYE,Horoya AC (GUI),185,80,Senegal16GK31142
Senegal,23,GK,GOMIS Alfred,9/5/1993,GOMIS,SPAL Ferrara (ITA),196,80,Senegal23GK34217
Senegal,9,FW,DIOUF Mame,12/16/1987,M. DIOUF,Stoke City FC (ENG),185,81,Senegal9FW32127
Senegal,6,MF,SANE Salif,8/25/1990,S. SANE,Hannover 96 (GER),196,84,Senegal6MF33110
Senegal,4,DF,MBODJI Kara,11/22/1989,KARA,RSC Anderlecht (BEL),192,85,Senegal4DF32834
Senegal,3,DF,KOULIBALY Kalidou,6/20/1991,KOULIBALY,SSC Napoli (ITA),195,89,Senegal3DF33409
Senegal,11,MF,NDOYE Cheikh,3/29/1986,CH. NDOYE,Birmingham City FC (ENG),192,90,Senegal11MF31500
Serbia,7,MF,ZIVKOVIC Andrija,7/11/1996,ŽIVKOVI?,SL Benfica (POR),169,68,Serbia7MF35257
Serbia,14,DF,RODIC Milan,4/2/1991,RODI?,FK Crvena Zvezda (SRB),185,69,Serbia14DF33330
Serbia,2,DF,RUKAVINA Antonio,1/26/1984,RUKAVINA,Villarreal CF (ESP),177,71,Serbia2DF30707
Serbia,22,MF,LJAJIC Adem,9/29/1991,LJAJI?,Torino FC (ITA),182,74,Serbia22MF33510
Serbia,19,FW,JOVIC Luka,12/23/1997,JOVI?,Eintracht Frankfurt (GER),181,75,Serbia19FW35787
Serbia,10,MF,TADIC Dusan,11/20/1988,TADI?,Southampton FC (ENG),181,76,Serbia10MF32467
Serbia,18,FW,RADONJIC Nemanja,2/15/1996,RADONJI?,FK Crvena Zvezda (SRB),185,76,Serbia18FW35110
Serbia,20,MF,MILINKOVIC-SAVIC Sergej,2/27/1995,SERGEJ,SS Lazio (ITA),192,76,Serbia20MF34757
Serbia,13,DF,VELJKOVIC Milos,9/26/1995,VELJKOVI?,SV Werder Bremen (GER),188,77,Serbia13DF34968
Serbia,3,DF,TOSIC Dusko,1/19/1985,TOŠI?,Besiktas JK (TUR),185,79,Serbia3DF31066
Serbia,4,MF,MILIVOJEVIC Luka,4/7/1991,MILIVOJEVI?,Crystal Palace FC (ENG),186,80,Serbia4MF33335
Serbia,5,DF,SPAJIC Uros,2/13/1993,SPAJI?,RSC Anderlecht (BEL),188,82,Serbia5DF34013
Serbia,9,FW,MITROVIC Aleksandar,9/16/1994,MITROVI?,Fulham FC (ENG),189,82,Serbia9FW34593
Serbia,16,MF,GRUJIC Marko,4/13/1996,GRUJI?,Cardiff City FC (WAL),190,82,Serbia16MF35168
Serbia,17,MF,KOSTIC Filip,11/1/1992,KOSTI?,Hamburger SV (GER),184,82,Serbia17MF33909
Serbia,11,DF,KOLAROV Aleksandar,11/10/1985,KOLAROV,AS Roma (ITA),187,83,Serbia11DF31361
Serbia,12,GK,RAJKOVIC Predrag,10/31/1995,RAJKOVI?,Maccabi Tel-Aviv FC (ISR),191,85,Serbia12GK35003
Serbia,21,MF,MATIC Nemanja,8/1/1988,MATI?,Manchester United FC (ENG),194,86,Serbia21MF32356
Serbia,8,FW,PRIJOVIC Aleksandar,4/21/1990,PRIJOVI?,PAOK FC (GRE),191,88,Serbia8FW32984
Serbia,6,DF,IVANOVIC Branislav,2/22/1984,IVANOVI?,FC Zenit St. Petersburg (RUS),185,89,Serbia6DF30734
Serbia,15,DF,MILENKOVIC Nikola,10/12/1997,MILENKOVI?,ACF Fiorentina (ITA),195,90,Serbia15DF35715
Serbia,23,GK,DMITROVIC Marko,1/24/1992,DMITROVI?,SD Eibar (ESP),194,90,Serbia23GK33627
Serbia,1,GK,STOJKOVIC Vladimir,7/28/1983,STOJKOVI?,FK Partizan (SRB),195,92,Serbia1GK30525
Spain,12,DF,ODRIOZOLA Alvaro,12/14/1995,ODRIOZOLA,Real Sociedad (ESP),178,67,Spain12DF35047
Spain,17,FW,ASPAS Iago,8/1/1987,IAGO ASPAS,Celta Vigo (ESP),176,67,Spain17FW31990
Spain,21,FW,SILVA David,1/8/1986,SILVA,Manchester City FC (ENG),170,67,Spain21FW31420
Spain,6,MF,INIESTA Andres,5/11/1984,A. INIESTA,FC Barcelona (ESP),171,68,Spain6MF30813
Spain,18,DF,ALBA Jordi,3/21/1989,JORDI ALBA,FC Barcelona (ESP),170,68,Spain18DF32588
Spain,10,MF,THIAGO,4/11/1991,THIAGO,FC Bayern München (GER),174,70,Spain10MF33339
Spain,11,FW,VAZQUEZ Lucas,7/1/1991,LUCAS V.,Real Madrid CF (ESP),173,70,Spain11FW33420
Spain,1,GK,DE GEA David,11/7/1990,DE GEA,Manchester United FC (ENG),190,71,Spain1GK33184
Spain,9,FW,RODRIGO,3/6/1991,RODRIGO M.,Valencia CF (ESP),182,72,Spain9FW33303
Spain,16,DF,MONREAL Nacho,2/26/1986,MONREAL,Arsenal FC (ENG),179,72,Spain16DF31469
Spain,2,DF,CARVAJAL Dani,1/11/1992,CARVAJAL,Real Madrid CF (ESP),173,73,Spain2DF33614
Spain,8,MF,KOKE,1/8/1992,KOKE,Atletico Madrid (ESP),176,73,Spain8MF33611
Spain,22,MF,ISCO,4/21/1992,ISCO,Real Madrid CF (ESP),176,74,Spain22MF33715
Spain,15,DF,RAMOS Sergio,3/30/1986,RAMOS,Real Madrid CF (ESP),183,75,Spain15DF31501
Spain,7,MF,SAUL,11/21/1994,SAÚL,Atletico Madrid (ESP),183,76,Spain7MF34659
Spain,20,MF,ASENSIO Marco,1/21/1996,ASENSIO,Real Madrid CF (ESP),182,76,Spain20MF35085
Spain,4,DF,NACHO,1/18/1990,NACHO,Real Madrid CF (ESP),179,77,Spain4DF32891
Spain,5,MF,BUSQUETS Sergio,7/16/1988,SERGIO,FC Barcelona (ESP),189,78,Spain5MF32340
Spain,14,DF,AZPILICUETA Cesar,8/28/1989,AZPILICUETA,Chelsea FC (ENG),178,78,Spain14DF32748
Spain,13,GK,ARRIZABALAGA Kepa,10/3/1994,ARRIZABALAGA,Athletic Bilbao (ESP),189,84,Spain13GK34610
Spain,3,DF,PIQUE Gerard,2/2/1987,PIQUÉ,FC Barcelona (ESP),194,85,Spain3DF31810
Spain,19,FW,COSTA Diego,10/7/1988,DIEGO COSTA,Atletico Madrid (ESP),185,86,Spain19FW32423
Spain,23,GK,REINA Pepe,8/31/1982,REINA,SSC Napoli (ITA),188,92,Spain23GK30194
Sweden,21,MF,DURMAZ Jimmy,3/22/1989,DURMAZ,Toulouse FC (FRA),180,69,Sweden21MF32589
Sweden,7,MF,LARSSON Sebastian,6/6/1985,LARSSON,Hull City FC (ENG),178,70,Sweden7MF31204
Sweden,16,DF,KRAFTH Emil,8/2/1994,KRAFTH,Bologna FC (ITA),181,72,Sweden16DF34548
Sweden,15,MF,HILJEMARK Oscar,6/28/1992,HILJEMARK,Genoa CFC (ITA),184,73,Sweden15MF33783
Sweden,8,MF,EKDAL Albin,7/28/1989,EKDAL,Hamburger SV (GER),186,75,Sweden8MF32717
Sweden,6,DF,AUGUSTINSSON Ludwig,4/21/1994,AUGUSTINSSON,SV Werder Bremen (GER),181,76,Sweden6DF34445
Sweden,9,FW,BERG Marcus,8/17/1986,BERG,Al Ain FC (UAE),183,76,Sweden9FW31641
Sweden,19,MF,ROHDEN Marcus,5/11/1991,ROHDÉN,FC Crotone (ITA),182,76,Sweden19MF33369
Sweden,2,DF,LUSTIG Mikael,12/13/1986,LUSTIG,Celtic FC (SCO),189,77,Sweden2DF31759
Sweden,13,MF,SVENSSON Gustav,2/7/1987,SVENSSON,Seattle Sounders FC (USA),183,77,Sweden13MF31815
Sweden,10,MF,FORSBERG Emil,10/23/1991,FORSBERG,RB Leipzig (GER),179,78,Sweden10MF33534
Sweden,20,FW,TOIVONEN Ola,7/3/1986,TOIVONEN,Toulouse FC (FRA),192,78,Sweden20FW31596
Sweden,11,FW,GUIDETTI John,4/15/1992,GUIDETTI,Deportivo Alavés (ESP),185,79,Sweden11FW33709
Sweden,17,MF,CLAESSON Viktor,1/2/1992,CLAESSON,FC Krasnodar (RUS),183,79,Sweden17MF33605
Sweden,3,DF,LINDELOF Victor,7/17/1994,LINDELÖF,Manchester United FC (ENG),187,81,Sweden3DF34532
Sweden,5,DF,OLSSON Martin,5/17/1988,OLSSON,Swansea City AFC (WAL),177,81,Sweden5DF32280
Sweden,12,GK,JOHNSSON Karl-Johan,1/28/1990,JOHNSSON,EA Guingamp (FRA),187,83,Sweden12GK32901
Sweden,14,DF,HELANDER Filip,4/22/1993,HELANDER,Bologna FC (ITA),192,83,Sweden14DF34081
Sweden,22,FW,THELIN Isaac Kiese,6/24/1992,KIESE THELIN,KV Waasland-Beveren (BEL),189,83,Sweden22FW33779
Sweden,4,DF,GRANQVIST Andreas,4/16/1985,GRANQVIST,FC Krasnodar (RUS),192,84,Sweden4DF31153
Sweden,23,GK,NORDFELDT Kristoffer,6/23/1989,NORDFELDT,Swansea City AFC (WAL),190,85,Sweden23GK32682
Sweden,1,GK,OLSEN Robin,1/8/1990,OLSEN,FC Kobenhavn (DEN),198,89,Sweden1GK32881
Sweden,18,DF,JANSSON Pontus,2/13/1991,JANSSON,Leeds United FC (ENG),194,89,Sweden18DF33282
Switzerland,16,MF,FERNANDES Gelson,9/2/1986,G. FERNANDES,Eintracht Frankfurt (GER),180,72,Switzerland16MF31657
Switzerland,8,MF,FREULER Remo,4/15/1992,FREULER,Atalanta Bergamo (ITA),181,75,Switzerland8MF33709
Switzerland,18,FW,GAVRANOVIC Mario,11/24/1989,GAVRANOVIC,GNK Dinamo Zagreb (CRO),175,75,Switzerland18FW32836
Switzerland,3,DF,MOUBANDJE Francois,6/21/1990,MOUBANDJE,Toulouse FC (FRA),180,76,Switzerland3DF33045
Switzerland,2,DF,LICHTSTEINER Stephan,1/16/1984,LICHTSTEINER,Juventus FC (ITA),181,77,Switzerland2DF30697
Switzerland,4,DF,ELVEDI Nico,9/30/1996,ELVEDI,VfL Borussia Mönchengladbach (GER),187,77,Switzerland4DF35338
Switzerland,15,MF,DZEMAILI Blerim,4/12/1986,DZEMAILI,Bologna FC (ITA),180,77,Switzerland15MF31514
Switzerland,17,MF,ZAKARIA Denis,11/20/1996,ZAKARIA,VfL Borussia Mönchengladbach (GER),189,77,Switzerland17MF35389
Switzerland,6,DF,LANG Michael,2/8/1991,LANG,FC Basel (SUI),185,78,Switzerland6DF33277
Switzerland,11,MF,BEHRAMI Valon,4/19/1985,BEHRAMI,Udinese Calcio (ITA),184,78,Switzerland11MF31156
